Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr},,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,xxxxxxxxxxxxxxxx,Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr},,,,,,,,,,,,,,,,,,
2/1/1996,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.4,-10.5,73,102796,9999,9999,217,9999,1,0,9999,9999,9999,9999,284,3.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.6,-10.5,74,102892,9999,9999,224,9999,0,0,9999,9999,9999,9999,253,2.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.9,-10.4,76,102969,9999,9999,225,9999,1,0,9999,9999,9999,9999,246,2.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7,-10.3,77,103023,9999,9999,242,9999,1,0,9999,9999,9999,9999,251,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.6,-10.7,73,102999,9999,9999,243,9999,1,0,9999,9999,9999,9999,258,3.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6,-10.7,69,102985,9999,9999,245,9999,1,0,9999,9999,9999,9999,258,3.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.9,-10.5,65,102963,9999,9999,249,9999,1,0,9999,9999,9999,9999,266,3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.8,-10.6,60,102895,9999,9999,253,9999,1,15,9999,9999,9999,9999,261,4.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.6,-10.8,54,102828,9999,9999,265,9999,77,79,9999,9999,9999,9999,266,4.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2,-11.4,49,102787,9999,9999,267,9999,395,148,9999,9999,9999,9999,267,4.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2,-11.3,49,102797,9999,9999,267,9999,342,189,9999,9999,9999,9999,269,3.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.1,-10.8,51,102823,9999,9999,267,9999,750,165,9999,9999,9999,9999,257,3.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.3,-10.5,54,102828,9999,9999,266,9999,573,211,9999,9999,9999,9999,249,1.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.6,-10.4,55,102842,9999,9999,258,9999,257,250,9999,9999,9999,9999,247,1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.9,-10.4,56,102804,9999,9999,257,9999,46,236,9999,9999,9999,9999,247,2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-10.2,59,102835,9999,9999,263,9999,15,136,9999,9999,9999,9999,247,0.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.4,-9.8,61,102835,9999,9999,263,9999,9,72,9999,9999,9999,9999,247,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.5,-9.9,61,102799,9999,9999,262,9999,3,10,9999,9999,9999,9999,247,0.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/1/1996,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4,-10,63,102789,9999,9999,260,9999,1,-1,9999,9999,9999,9999,247,0.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.8,-10,62,102779,9999,9999,261,9999,2,-1,9999,9999,9999,9999,247,0.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5,-10,68,102781,9999,9999,257,9999,3,-1,9999,9999,9999,9999,247,0.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.2,-9.9,70,102741,9999,9999,256,9999,3,-1,9999,9999,9999,9999,247,0.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.1,-10.4,72,102737,9999,9999,252,9999,3,-1,9999,9999,9999,9999,247,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.9,-10.6,75,102745,9999,9999,249,9999,3,-1,9999,9999,9999,9999,247,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.1,-9.7,75,102718,9999,9999,253,9999,3,-1,9999,9999,9999,9999,247,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.8,-9.8,73,102712,9999,9999,254,9999,4,0,9999,9999,9999,9999,247,0.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.8,-9.5,75,102695,9999,9999,254,9999,5,0,9999,9999,9999,9999,247,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.9,-9,73,102634,9999,9999,258,9999,4,0,9999,9999,9999,9999,245,0.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.1,-8.6,71,102568,9999,9999,261,9999,5,0,9999,9999,9999,9999,10,0.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.1,-8.1,68,102530,9999,9999,266,9999,4,0,9999,9999,9999,9999,22,0.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.5,-7.9,62,102516,9999,9999,272,9999,2,0,9999,9999,9999,9999,38,0.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-8,60,102436,9999,9999,274,9999,4,5,9999,9999,9999,9999,169,1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.3,-7.6,58,102296,9999,9999,277,9999,3,60,9999,9999,9999,9999,151,1.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.1,-7.7,57,102229,9999,9999,278,9999,19,159,9999,9999,9999,9999,154,1.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.1,-7.2,58,102200,9999,9999,280,9999,9,207,9999,9999,9999,9999,160,2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.1,-7,59,102202,9999,9999,280,9999,19,283,9999,9999,9999,9999,147,1.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.2,-7.2,59,102213,9999,9999,278,9999,58,264,9999,9999,9999,9999,153,1.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.2,-5.9,70,102216,9999,9999,276,9999,45,257,9999,9999,9999,9999,153,2.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.6,-4.2,89,102230,9999,9999,272,9999,54,222,9999,9999,9999,9999,157,1.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.7,-3.5,94,102194,9999,9999,272,9999,17,151,9999,9999,9999,9999,157,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.5,-3.2,95,102163,9999,9999,273,9999,2,56,9999,9999,9999,9999,157,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.5,-3.2,95,102132,9999,9999,273,9999,1,4,9999,9999,9999,9999,157,0.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/2/1996,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.5,-3.2,95,102090,9999,9999,273,9999,-1,0,9999,9999,9999,9999,165,0.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.4,-3.1,95,102061,9999,9999,273,9999,0,0,9999,9999,9999,9999,180,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.4,-3,95,102051,9999,9999,274,9999,1,0,9999,9999,9999,9999,180,0.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.3,-2.9,96,102074,9999,9999,267,9999,2,0,9999,9999,9999,9999,180,0.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.4,-2.9,96,102049,9999,9999,266,9999,2,0,9999,9999,9999,9999,180,0.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.4,-2.9,96,102031,9999,9999,266,9999,1,0,9999,9999,9999,9999,180,0.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.4,-2.8,97,102066,9999,9999,266,9999,2,0,9999,9999,9999,9999,182,0.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.3,-2.7,97,102103,9999,9999,267,9999,1,0,9999,9999,9999,9999,220,1.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-2.6,97,102167,9999,9999,267,9999,1,0,9999,9999,9999,9999,247,1.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2,-2.4,97,102233,9999,9999,268,9999,3,0,9999,9999,9999,9999,247,0.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-1.6,97,102248,9999,9999,273,9999,3,0,9999,9999,9999,9999,249,0.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0,-1.6,89,102249,9999,9999,277,9999,3,0,9999,9999,9999,9999,286,2.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.3,-2.2,83,102270,9999,9999,278,9999,2,0,9999,9999,9999,9999,298,3.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.5,-2.7,79,102271,9999,9999,278,9999,2,9,9999,9999,9999,9999,286,3.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.6,-3,77,102263,9999,9999,278,9999,3,53,9999,9999,9999,9999,296,3.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.7,-3.6,73,102264,9999,9999,286,9999,9,170,9999,9999,9999,9999,299,4.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.7,-3.8,72,102295,9999,9999,278,9999,1,148,9999,9999,9999,9999,295,2.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.8,-4,70,102372,9999,9999,278,9999,1,139,9999,9999,9999,9999,318,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.7,-4.2,69,102446,9999,9999,258,9999,1,166,9999,9999,9999,9999,302,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.2,-3.6,76,102596,9999,9999,254,9999,5,182,9999,9999,9999,9999,283,2.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.1,-3.6,77,102643,9999,9999,275,9999,29,211,9999,9999,9999,9999,287,4.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.3,-5,71,102686,9999,9999,273,9999,0,61,9999,9999,9999,9999,283,4.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.9,-6.7,65,102822,9999,9999,268,9999,1,26,9999,9999,9999,9999,305,4.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.6,-7,67,102865,9999,9999,265,9999,0,2,9999,9999,9999,9999,312,3.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/3/1996,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.9,-7.1,68,102937,9999,9999,264,9999,1,0,9999,9999,9999,9999,309,3.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.3,-8.4,63,102964,9999,9999,261,9999,2,0,9999,9999,9999,9999,269,2.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.3,-8.3,64,103006,9999,9999,269,9999,1,0,9999,9999,9999,9999,203,2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-8.2,66,103023,9999,9999,267,9999,1,0,9999,9999,9999,9999,205,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.1,-8.4,67,103030,9999,9999,266,9999,1,0,9999,9999,9999,9999,238,2.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-8.3,68,103098,9999,9999,265,9999,1,0,9999,9999,9999,9999,289,2.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.8,-8.5,70,103171,9999,9999,263,9999,1,0,9999,9999,9999,9999,319,2.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4,-8.5,71,103261,9999,9999,255,9999,2,0,9999,9999,9999,9999,319,1.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4,-8.4,72,103299,9999,9999,235,9999,1,0,9999,9999,9999,9999,328,0.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.1,-8.2,68,103323,9999,9999,230,9999,1,-1,9999,9999,9999,9999,28,1.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.9,-8.8,64,103346,9999,9999,230,9999,2,0,9999,9999,9999,9999,156,1.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.1,-8.8,60,103369,9999,9999,233,9999,1,-1,9999,9999,9999,9999,283,1.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-9.2,54,103300,9999,9999,244,9999,3,-1,9999,9999,9999,9999,283,1.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.2,-9.6,48,103205,9999,9999,251,9999,7,14,9999,9999,9999,9999,245,1.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.2,-9.3,45,103120,9999,9999,244,9999,647,48,9999,9999,9999,9999,258,1.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.9,-8.8,45,103089,9999,9999,247,9999,836,61,9999,9999,9999,9999,264,2.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.7,-8.8,46,103090,9999,9999,247,9999,897,77,9999,9999,9999,9999,259,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.6,-8.7,46,103131,9999,9999,246,9999,881,96,9999,9999,9999,9999,292,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
2/4/1996,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1,-8.4,49,103183,9999,9999,245,9999,830,119,9999,9999,9999,9999,279,1.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
