Time,THERMAL ZONE 9:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
00:15:00,2.672560E+03,3.593281E+02,1.637672E-01,2.514704E-02,3.157757E+03,1.386741E+03,1.934747E-01,9.704103E-02,3.564380E+03,4.272650E+03,2.184259E-01,2.990092E-01,3.157722E+03,1.391513E+03,1.934725E-01,9.737498E-02,3.157722E+03,1.364985E+03,1.934725E-01,9.551861E-02,2.033523E+03,1.502483E+03,1.246383E-01,1.051584E-01,3.157757E+03,1.632267E+03,1.934747E-01,1.142221E-01,2.672560E+03,3.595436E+02,1.637672E-01,2.516213E-02,2.675517E+03,3.651346E+02,1.639484E-01,2.555340E-02,2.675517E+03,5.086889E+02,1.639484E-01,3.559943E-02 
00:30:00,2.672569E+03,3.348285E+02,1.637677E-01,2.343232E-02,3.157775E+03,1.354442E+03,1.934757E-01,9.478041E-02,3.564406E+03,4.238714E+03,2.184275E-01,2.966311E-01,3.157740E+03,1.358543E+03,1.934736E-01,9.506742E-02,3.157740E+03,1.333744E+03,1.934736E-01,9.333205E-02,2.033533E+03,1.485407E+03,1.246390E-01,1.039622E-01,3.157775E+03,1.586755E+03,1.934757E-01,1.110370E-01,2.672569E+03,3.351913E+02,1.637677E-01,2.345771E-02,2.675525E+03,3.405002E+02,1.639489E-01,2.382923E-02,2.675525E+03,4.757593E+02,1.639489E-01,3.329470E-02 
00:45:00,2.672576E+03,3.112832E+02,1.637682E-01,2.178446E-02,3.157792E+03,1.322995E+03,1.934768E-01,9.257968E-02,3.564431E+03,4.205205E+03,2.184290E-01,2.942841E-01,3.157756E+03,1.326546E+03,1.934746E-01,9.282817E-02,3.157756E+03,1.303314E+03,1.934746E-01,9.120243E-02,2.033543E+03,1.469055E+03,1.246396E-01,1.028169E-01,3.157792E+03,1.542698E+03,1.934768E-01,1.079539E-01,2.672576E+03,3.117561E+02,1.637682E-01,2.181755E-02,2.675533E+03,3.168102E+02,1.639494E-01,2.217124E-02,2.675533E+03,4.442042E+02,1.639494E-01,3.108629E-02 
01:00:00,2.672583E+03,2.886256E+02,1.637686E-01,2.019876E-02,3.157807E+03,1.292469E+03,1.934777E-01,9.044344E-02,3.564454E+03,4.172144E+03,2.184305E-01,2.919690E-01,3.157772E+03,1.295433E+03,1.934756E-01,9.065085E-02,3.157772E+03,1.273763E+03,1.934756E-01,8.913444E-02,2.033552E+03,1.453319E+03,1.246401E-01,1.017148E-01,3.157807E+03,1.500130E+03,1.934777E-01,1.049750E-01,2.672583E+03,2.891761E+02,1.637686E-01,2.023728E-02,2.675539E+03,2.940008E+02,1.639498E-01,2.057492E-02,2.675539E+03,4.139558E+02,1.639498E-01,2.896938E-02 
01:15:00,2.672589E+03,2.683692E+02,1.637690E-01,1.878112E-02,3.157822E+03,1.264455E+03,1.934786E-01,8.848296E-02,3.564476E+03,4.144257E+03,2.184318E-01,2.900163E-01,3.157787E+03,1.266900E+03,1.934765E-01,8.865407E-02,3.157787E+03,1.246683E+03,1.934765E-01,8.723931E-02,2.033560E+03,1.442600E+03,1.246406E-01,1.009638E-01,3.157822E+03,1.460708E+03,1.934786E-01,1.022162E-01,2.672589E+03,2.689684E+02,1.637690E-01,1.882306E-02,2.675546E+03,2.735877E+02,1.639502E-01,1.914632E-02,2.675546E+03,3.865200E+02,1.639502E-01,2.704933E-02 
01:30:00,2.672595E+03,2.493539E+02,1.637694E-01,1.745037E-02,3.157836E+03,1.237822E+03,1.934795E-01,8.661911E-02,3.564497E+03,4.117437E+03,2.184331E-01,2.881383E-01,3.157800E+03,1.239790E+03,1.934773E-01,8.675682E-02,3.157800E+03,1.220944E+03,1.934773E-01,8.543800E-02,2.033568E+03,1.432587E+03,1.246411E-01,1.002625E-01,3.157836E+03,1.423263E+03,1.934795E-01,9.959579E-02,2.672595E+03,2.499761E+02,1.637694E-01,1.749391E-02,2.675552E+03,2.544130E+02,1.639505E-01,1.780441E-02,2.675552E+03,3.607343E+02,1.639505E-01,2.524478E-02 
01:45:00,2.672601E+03,2.315394E+02,1.637697E-01,1.620366E-02,3.157849E+03,1.212568E+03,1.934803E-01,8.485176E-02,3.564516E+03,4.091669E+03,2.184343E-01,2.863342E-01,3.157813E+03,1.214092E+03,1.934781E-01,8.495846E-02,3.157813E+03,1.196544E+03,1.934781E-01,8.373047E-02,2.033576E+03,1.423125E+03,1.246416E-01,9.959969E-02,3.157849E+03,1.387761E+03,1.934803E-01,9.711138E-02,2.672601E+03,2.321621E+02,1.637697E-01,1.624723E-02,2.675557E+03,2.364379E+02,1.639509E-01,1.654646E-02,2.675557E+03,3.365461E+02,1.639509E-01,2.355204E-02 
02:00:00,2.672606E+03,2.149036E+02,1.637700E-01,1.503944E-02,3.157861E+03,1.188700E+03,1.934810E-01,8.318147E-02,3.564535E+03,4.066970E+03,2.184354E-01,2.846051E-01,3.157826E+03,1.189812E+03,1.934789E-01,8.325931E-02,3.157826E+03,1.173494E+03,1.934789E-01,8.211737E-02,2.033583E+03,1.414142E+03,1.246420E-01,9.897054E-02,3.157861E+03,1.354183E+03,1.934810E-01,9.476158E-02,2.672606E+03,2.155073E+02,1.637700E-01,1.508169E-02,2.675563E+03,2.196417E+02,1.639512E-01,1.537102E-02,2.675563E+03,3.139167E+02,1.639512E-01,2.196841E-02 
02:15:00,2.672611E+03,1.990924E+02,1.637703E-01,1.393294E-02,3.157873E+03,1.165803E+03,1.934817E-01,8.157919E-02,3.564553E+03,4.042914E+03,2.184365E-01,2.829213E-01,3.157838E+03,1.166531E+03,1.934796E-01,8.163016E-02,3.157838E+03,1.151378E+03,1.934796E-01,8.056977E-02,2.033589E+03,1.405592E+03,1.246424E-01,9.837175E-02,3.157873E+03,1.322088E+03,1.934817E-01,9.251564E-02,2.672611E+03,1.996606E+02,1.637703E-01,1.397271E-02,2.675567E+03,2.036715E+02,1.639515E-01,1.425339E-02,2.675567E+03,2.924768E+02,1.639515E-01,2.046802E-02 
02:30:00,2.672615E+03,1.840735E+02,1.637706E-01,1.288189E-02,3.157884E+03,1.143871E+03,1.934824E-01,8.004441E-02,3.564570E+03,4.019525E+03,2.184375E-01,2.812843E-01,3.157849E+03,1.144243E+03,1.934803E-01,8.007043E-02,3.157849E+03,1.130193E+03,1.934803E-01,7.908729E-02,2.033596E+03,1.397434E+03,1.246428E-01,9.780049E-02,3.157884E+03,1.291438E+03,1.934824E-01,9.037087E-02,2.672615E+03,1.845930E+02,1.637706E-01,1.291825E-02,2.675572E+03,1.884959E+02,1.639518E-01,1.319137E-02,2.675572E+03,2.721749E+02,1.639518E-01,1.904727E-02 
02:45:00,2.672620E+03,1.698211E+02,1.637709E-01,1.188448E-02,3.157894E+03,1.122896E+03,1.934831E-01,7.857666E-02,3.564586E+03,3.996825E+03,2.184385E-01,2.796955E-01,3.157859E+03,1.122937E+03,1.934809E-01,7.857952E-02,3.157859E+03,1.109934E+03,1.934809E-01,7.766958E-02,2.033602E+03,1.389632E+03,1.246432E-01,9.725415E-02,3.157894E+03,1.262199E+03,1.934831E-01,8.832480E-02,2.672620E+03,1.702808E+02,1.637709E-01,1.191665E-02,2.675576E+03,1.740896E+02,1.639520E-01,1.218319E-02,2.675576E+03,2.529649E+02,1.639520E-01,1.770293E-02 
03:00:00,2.672624E+03,1.563131E+02,1.637711E-01,1.093917E-02,3.157904E+03,1.102875E+03,1.934837E-01,7.717559E-02,3.564601E+03,3.974832E+03,2.184395E-01,2.781563E-01,3.157869E+03,1.102609E+03,1.934815E-01,7.715701E-02,3.157869E+03,1.090597E+03,1.934815E-01,7.631644E-02,2.033608E+03,1.382152E+03,1.246436E-01,9.673040E-02,3.157904E+03,1.234339E+03,1.934837E-01,8.637519E-02,2.672624E+03,1.567037E+02,1.637711E-01,1.096651E-02,2.675580E+03,1.604310E+02,1.639523E-01,1.122735E-02,2.675580E+03,2.348051E+02,1.639523E-01,1.643210E-02 
03:15:00,2.672628E+03,1.431912E+02,1.637713E-01,1.002088E-02,3.157914E+03,1.083374E+03,1.934843E-01,7.581101E-02,3.564616E+03,3.953112E+03,2.184404E-01,2.766363E-01,3.157879E+03,1.082825E+03,1.934821E-01,7.577258E-02,3.157879E+03,1.071753E+03,1.934821E-01,7.499778E-02,2.033613E+03,1.374964E+03,1.246439E-01,9.622715E-02,3.157914E+03,1.207399E+03,1.934843E-01,8.449005E-02,2.672628E+03,1.435055E+02,1.637713E-01,1.004287E-02,2.675584E+03,1.471623E+02,1.639525E-01,1.029878E-02,2.675584E+03,2.173201E+02,1.639525E-01,1.520848E-02 
03:30:00,2.672631E+03,1.304238E+02,1.637716E-01,9.127392E-03,3.157923E+03,1.064384E+03,1.934848E-01,7.448213E-02,3.564631E+03,3.931681E+03,2.184413E-01,2.751364E-01,3.157888E+03,1.063575E+03,1.934827E-01,7.442549E-02,3.157888E+03,1.053394E+03,1.934827E-01,7.371299E-02,2.033618E+03,1.368041E+03,1.246442E-01,9.574241E-02,3.157923E+03,1.181343E+03,1.934848E-01,8.266673E-02,2.672631E+03,1.306568E+02,1.637716E-01,9.143699E-03,2.675588E+03,1.342522E+02,1.639527E-01,9.395309E-03,2.675588E+03,2.004603E+02,1.639527E-01,1.402862E-02 
03:45:00,2.672634E+03,1.179857E+02,1.637718E-01,8.256953E-03,3.157932E+03,1.045895E+03,1.934854E-01,7.318828E-02,3.564644E+03,3.910555E+03,2.184421E-01,2.736579E-01,3.157897E+03,1.044847E+03,1.934832E-01,7.311497E-02,3.157897E+03,1.035510E+03,1.934832E-01,7.246152E-02,2.033624E+03,1.361353E+03,1.246445E-01,9.527422E-02,3.157932E+03,1.156135E+03,1.934854E-01,8.090273E-02,2.672634E+03,1.181337E+02,1.637718E-01,8.267311E-03,2.675591E+03,1.216757E+02,1.639529E-01,8.515182E-03,2.675591E+03,1.841831E+02,1.639529E-01,1.288953E-02 
04:00:00,2.672638E+03,1.058545E+02,1.637720E-01,7.407992E-03,3.157940E+03,1.027899E+03,1.934859E-01,7.192894E-02,3.564658E+03,3.889749E+03,2.184429E-01,2.722019E-01,3.157905E+03,1.026634E+03,1.934837E-01,7.184047E-02,3.157905E+03,1.018097E+03,1.934837E-01,7.124301E-02,2.033628E+03,1.354876E+03,1.246448E-01,9.482077E-02,3.157940E+03,1.131743E+03,1.934859E-01,7.919581E-02,2.672638E+03,1.059150E+02,1.637720E-01,7.412221E-03,2.675594E+03,1.094104E+02,1.639531E-01,7.656838E-03,2.675594E+03,1.684498E+02,1.639531E-01,1.178850E-02 
04:15:00,2.672641E+03,9.435377E+01,1.637722E-01,6.603145E-03,3.157948E+03,1.010824E+03,1.934864E-01,7.073407E-02,3.564670E+03,3.869738E+03,2.184437E-01,2.708014E-01,3.157913E+03,1.009363E+03,1.934842E-01,7.063189E-02,3.157913E+03,1.001585E+03,1.934842E-01,7.008757E-02,2.033633E+03,1.348586E+03,1.246451E-01,9.438046E-02,3.157948E+03,1.108571E+03,1.934864E-01,7.757431E-02,2.672641E+03,9.432459E+01,1.637722E-01,6.601102E-03,2.675597E+03,9.777993E+01,1.639533E-01,6.842914E-03,2.675597E+03,1.535674E+02,1.639533E-01,1.074701E-02 
04:30:00,2.672644E+03,8.348133E+01,1.637723E-01,5.842269E-03,3.157956E+03,9.946745E+02,1.934868E-01,6.960397E-02,3.564683E+03,3.850540E+03,2.184444E-01,2.694578E-01,3.157920E+03,9.930370E+02,1.934847E-01,6.948939E-02,3.157920E+03,9.859814E+02,1.934847E-01,6.899562E-02,2.033637E+03,1.342467E+03,1.246454E-01,9.395211E-02,3.157956E+03,1.086602E+03,1.934868E-01,7.603701E-02,2.672644E+03,8.336056E+01,1.637723E-01,5.833817E-03,2.675600E+03,8.678217E+01,1.639535E-01,6.073268E-03,2.675600E+03,1.395194E+02,1.639535E-01,9.763905E-03 
04:45:00,2.672646E+03,7.323203E+01,1.637725E-01,5.125000E-03,3.157963E+03,9.794591E+02,1.934873E-01,6.853921E-02,3.564694E+03,3.832181E+03,2.184452E-01,2.681730E-01,3.157928E+03,9.776632E+02,1.934851E-01,6.841354E-02,3.157928E+03,9.712958E+02,1.934851E-01,6.796793E-02,2.033642E+03,1.336508E+03,1.246456E-01,9.353492E-02,3.157963E+03,1.065823E+03,1.934873E-01,7.458294E-02,2.672646E+03,7.301832E+01,1.637725E-01,5.110044E-03,2.675603E+03,7.641192E+01,1.639537E-01,5.347535E-03,2.675603E+03,1.262871E+02,1.639537E-01,8.837893E-03 
05:00:00,2.672649E+03,6.360053E+01,1.637727E-01,4.450964E-03,3.157970E+03,9.651883E+02,1.934877E-01,6.754055E-02,3.564706E+03,3.814688E+03,2.184459E-01,2.669487E-01,3.157935E+03,9.632526E+02,1.934855E-01,6.740510E-02,3.157935E+03,9.575420E+02,1.934855E-01,6.700545E-02,2.033646E+03,1.330699E+03,1.246459E-01,9.312834E-02,3.157970E+03,1.046221E+03,1.934877E-01,7.321121E-02,2.672649E+03,6.329307E+01,1.637727E-01,4.429448E-03,2.675605E+03,6.666383E+01,1.639538E-01,4.665341E-03,2.675605E+03,1.138529E+02,1.639538E-01,7.967731E-03 
05:15:00,2.672651E+03,5.561398E+01,1.637728E-01,3.892046E-03,3.157977E+03,9.531806E+02,1.934881E-01,6.670024E-02,3.564717E+03,3.799466E+03,2.184465E-01,2.658834E-01,3.157941E+03,9.511274E+02,1.934859E-01,6.655657E-02,3.157941E+03,9.460404E+02,1.934859E-01,6.620055E-02,2.033650E+03,1.325037E+03,1.246461E-01,9.273198E-02,3.157977E+03,1.029103E+03,1.934881E-01,7.201333E-02,2.672651E+03,5.521117E+01,1.637728E-01,3.863856E-03,2.675608E+03,5.856484E+01,1.639540E-01,4.098555E-03,2.675608E+03,1.032302E+02,1.639540E-01,7.224335E-03 
05:30:00,2.672654E+03,5.262399E+01,1.637730E-01,3.682802E-03,3.157983E+03,9.442911E+02,1.934885E-01,6.607812E-02,3.564727E+03,3.786570E+03,2.184472E-01,2.649807E-01,3.157948E+03,9.428298E+02,1.934863E-01,6.597586E-02,3.157948E+03,9.379462E+02,1.934863E-01,6.563408E-02,2.033653E+03,1.319546E+03,1.246464E-01,9.234762E-02,3.157983E+03,1.015443E+03,1.934885E-01,7.105739E-02,2.672654E+03,5.316847E+01,1.637730E-01,3.720906E-03,2.675610E+03,5.445385E+01,1.639541E-01,3.810860E-03,2.675610E+03,9.671956E+01,1.639541E-01,6.768710E-03 
05:45:00,2.672656E+03,6.584332E+01,1.637731E-01,4.607935E-03,3.157989E+03,9.395392E+02,1.934889E-01,6.574551E-02,3.564738E+03,3.776141E+03,2.184478E-01,2.642508E-01,3.157954E+03,9.462191E+02,1.934867E-01,6.621293E-02,3.157954E+03,9.369739E+02,1.934867E-01,6.556593E-02,2.033657E+03,1.314484E+03,1.246466E-01,9.199333E-02,3.157989E+03,1.006479E+03,1.934889E-01,7.043008E-02,2.672656E+03,7.970270E+01,1.637731E-01,5.577858E-03,2.675613E+03,5.710615E+01,1.639543E-01,3.996478E-03,2.675613E+03,9.705252E+01,1.639543E-01,6.792017E-03 
06:00:00,2.672658E+03,1.009509E+02,1.637732E-01,7.064843E-03,3.157995E+03,9.397797E+02,1.934892E-01,6.576222E-02,3.564747E+03,3.768556E+03,2.184484E-01,2.637198E-01,3.157960E+03,9.685300E+02,1.934871E-01,6.777398E-02,3.157960E+03,9.459840E+02,1.934871E-01,6.619628E-02,2.033661E+03,1.310736E+03,1.246468E-01,9.173097E-02,3.157995E+03,1.003232E+03,1.934892E-01,7.020276E-02,2.672658E+03,1.462014E+02,1.637732E-01,1.023154E-02,2.675615E+03,6.844107E+01,1.639544E-01,4.789728E-03,2.675615E+03,1.060863E+02,1.639544E-01,7.424220E-03 
06:15:00,2.525515E+03,1.973723E+02,1.547567E-01,1.381253E-02,2.917356E+03,9.876050E+02,1.787454E-01,6.910871E-02,3.225108E+03,3.874143E+03,1.976352E-01,2.711085E-01,2.917321E+03,1.061192E+03,1.787432E-01,7.425785E-02,2.917321E+03,1.009951E+03,1.787432E-01,7.067228E-02,2.033664E+03,1.399097E+03,1.246470E-01,9.791482E-02,2.917356E+03,1.048509E+03,1.787454E-01,7.337098E-02,2.525515E+03,2.985448E+02,1.547567E-01,2.089245E-02,2.528472E+03,1.256928E+02,1.549379E-01,8.796348E-03,2.528472E+03,1.609418E+02,1.549379E-01,1.126312E-02 
06:30:00,2.378267E+03,3.149903E+02,1.457351E-01,2.204313E-02,2.676505E+03,1.040485E+03,1.639915E-01,7.280844E-02,2.884863E+03,3.982995E+03,1.767872E-01,2.787247E-01,2.676470E+03,1.186449E+03,1.639893E-01,8.302196E-02,2.676470E+03,1.087085E+03,1.639893E-01,7.606916E-02,2.033667E+03,1.495900E+03,1.246472E-01,1.046894E-01,2.676505E+03,1.099584E+03,1.639915E-01,7.694444E-02,2.378267E+03,4.936345E+02,1.457351E-01,3.454374E-02,2.381224E+03,1.924151E+02,1.459163E-01,1.346554E-02,2.381224E+03,2.250856E+02,1.459163E-01,1.575184E-02 
06:45:00,2.230982E+03,4.388165E+02,1.367122E-01,3.070809E-02,2.435633E+03,1.097884E+03,1.492379E-01,7.682529E-02,2.544834E+03,4.094618E+03,1.559527E-01,2.865385E-01,2.435598E+03,1.339561E+03,1.492357E-01,9.373644E-02,2.435598E+03,1.173696E+03,1.492357E-01,8.213021E-02,2.033670E+03,1.599994E+03,1.246474E-01,1.119748E-01,2.435633E+03,1.155578E+03,1.492379E-01,8.086304E-02,2.230982E+03,7.004453E+02,1.367122E-01,4.901493E-02,2.233939E+03,2.657691E+02,1.368934E-01,1.859882E-02,2.233939E+03,2.956014E+02,1.368934E-01,2.068649E-02 
07:00:00,2.083619E+03,5.594710E+02,1.276858E-01,3.915131E-02,2.194651E+03,1.159511E+03,1.344792E-01,8.113956E-02,2.204674E+03,4.209017E+03,1.351105E-01,2.945521E-01,2.194616E+03,1.516649E+03,1.344770E-01,1.061311E-01,2.194616E+03,1.266375E+03,1.344770E-01,8.861766E-02,2.033671E+03,1.711191E+03,1.246474E-01,1.197581E-01,2.194651E+03,1.215881E+03,1.344792E-01,8.508474E-02,2.083619E+03,9.010625E+02,1.276858E-01,6.305325E-02,2.086576E+03,3.440752E+02,1.278669E-01,2.407871E-02,2.086576E+03,3.707495E+02,1.278669E-01,2.594541E-02 
07:15:00,2.083348E+03,6.356343E+02,1.276736E-01,4.448144E-02,2.194243E+03,1.183618E+03,1.344616E-01,8.282965E-02,2.204093E+03,4.215584E+03,1.350780E-01,2.950247E-01,2.194208E+03,1.673419E+03,1.344594E-01,1.171067E-01,2.194208E+03,1.319743E+03,1.344594E-01,9.235589E-02,2.033669E+03,1.739357E+03,1.246473E-01,1.217312E-01,2.194243E+03,1.238385E+03,1.344616E-01,8.666275E-02,2.083348E+03,1.045978E+03,1.276736E-01,7.319507E-02,2.086305E+03,3.911235E+02,1.278548E-01,2.737124E-02,2.086305E+03,4.143157E+02,1.278548E-01,2.899432E-02 
07:30:00,2.083146E+03,6.993262E+02,1.276648E-01,4.893977E-02,2.193998E+03,1.212374E+03,1.344517E-01,8.484668E-02,2.204058E+03,4.224626E+03,1.350771E-01,2.956750E-01,2.193963E+03,1.846399E+03,1.344495E-01,1.292196E-01,2.193963E+03,1.372287E+03,1.344495E-01,9.603825E-02,2.033662E+03,1.768813E+03,1.246469E-01,1.237953E-01,2.193998E+03,1.265137E+03,1.344517E-01,8.853961E-02,2.083146E+03,1.182183E+03,1.276648E-01,8.273015E-02,2.086102E+03,4.408904E+02,1.278460E-01,3.085443E-02,2.086102E+03,4.602742E+02,1.278460E-01,3.221107E-02 
07:45:00,2.082952E+03,7.500491E+02,1.276558E-01,5.249110E-02,2.193736E+03,1.245599E+03,1.344394E-01,8.717625E-02,2.203756E+03,4.236873E+03,1.350596E-01,2.965484E-01,2.193701E+03,2.030303E+03,1.344373E-01,1.420976E-01,2.193701E+03,1.421343E+03,1.344373E-01,9.947639E-02,2.033650E+03,1.800954E+03,1.246461E-01,1.260477E-01,2.193736E+03,1.295874E+03,1.344394E-01,9.069507E-02,2.082952E+03,1.325025E+03,1.276558E-01,9.273168E-02,2.085908E+03,4.930924E+02,1.278369E-01,3.450831E-02,2.085908E+03,5.083503E+02,1.278369E-01,3.557629E-02 
08:00:00,2.082813E+03,7.884288E+02,1.276491E-01,5.517886E-02,2.193553E+03,1.282800E+03,1.344305E-01,8.978319E-02,2.203537E+03,4.252177E+03,1.350470E-01,2.976318E-01,2.193518E+03,2.219528E+03,1.344284E-01,1.553469E-01,2.193518E+03,1.465545E+03,1.344284E-01,1.025736E-01,2.033631E+03,1.835218E+03,1.246450E-01,1.284485E-01,2.193553E+03,1.330003E+03,1.344305E-01,9.308696E-02,2.082813E+03,1.478434E+03,1.276491E-01,1.034736E-01,2.085770E+03,5.471234E+02,1.278302E-01,3.829042E-02,2.085770E+03,5.579980E+02,1.278302E-01,3.905171E-02 
08:15:00,2.082710E+03,8.134972E+02,1.276437E-01,5.693501E-02,2.193414E+03,1.321833E+03,1.344231E-01,9.251734E-02,2.203345E+03,4.269304E+03,1.350360E-01,2.988389E-01,2.193379E+03,2.402942E+03,1.344210E-01,1.681876E-01,2.193379E+03,1.502242E+03,1.344210E-01,1.051443E-01,2.033607E+03,1.870742E+03,1.246435E-01,1.309373E-01,2.193414E+03,1.365716E+03,1.344231E-01,9.558868E-02,2.082710E+03,1.641624E+03,1.276437E-01,1.148998E-01,2.085666E+03,6.004260E+02,1.278248E-01,4.202176E-02,2.085666E+03,6.067763E+02,1.278248E-01,4.246644E-02 
08:30:00,2.082629E+03,8.298895E+02,1.276391E-01,5.808374E-02,2.193302E+03,1.362885E+03,1.344167E-01,9.539200E-02,2.203173E+03,4.287823E+03,1.350261E-01,3.001404E-01,2.193266E+03,2.577301E+03,1.344145E-01,1.803931E-01,2.193266E+03,1.533013E+03,1.344145E-01,1.072993E-01,2.033580E+03,1.906428E+03,1.246419E-01,1.334372E-01,2.193302E+03,1.403122E+03,1.344167E-01,9.820815E-02,2.082629E+03,1.802362E+03,1.276391E-01,1.261535E-01,2.085585E+03,6.525394E+02,1.278203E-01,4.567003E-02,2.085585E+03,6.543922E+02,1.278203E-01,4.579995E-02 
08:45:00,2.082564E+03,8.439724E+02,1.276353E-01,5.907059E-02,2.193208E+03,1.406143E+03,1.344112E-01,9.842060E-02,2.203018E+03,4.307302E+03,1.350171E-01,3.015072E-01,2.193173E+03,2.741535E+03,1.344090E-01,1.918888E-01,2.193173E+03,1.561381E+03,1.344090E-01,1.092855E-01,2.033551E+03,1.941220E+03,1.246401E-01,1.358744E-01,2.193208E+03,1.442282E+03,1.344112E-01,1.009498E-01,2.082564E+03,1.949418E+03,1.276353E-01,1.364486E-01,2.085520E+03,7.034240E+02,1.278165E-01,4.923244E-02,2.085520E+03,7.006756E+02,1.278165E-01,4.904029E-02 
09:00:00,2.082510E+03,8.612016E+02,1.276322E-01,6.027746E-02,2.193129E+03,1.453440E+03,1.344064E-01,1.017316E-01,2.202880E+03,4.327413E+03,1.350091E-01,3.029172E-01,2.193093E+03,2.894388E+03,1.344043E-01,2.025872E-01,2.193093E+03,1.590724E+03,1.344043E-01,1.113397E-01,2.033522E+03,1.974484E+03,1.246383E-01,1.382045E-01,2.193129E+03,1.483434E+03,1.344064E-01,1.038307E-01,2.082510E+03,2.080814E+03,1.276322E-01,1.456466E-01,2.085467E+03,7.555369E+02,1.278133E-01,5.288090E-02,2.085467E+03,7.453881E+02,1.278133E-01,5.217072E-02 
